E/N (Td),mean energy (eV),mean energy error (eV),bulk drift velocity (m.s-1),bulk drift velocity error (m.s-1),bulk L diffusion coeff. * N (m-1.s-1),bulk L diffusion coeff. error * N (m-1.s-1),bulk T diffusion coeff. * N (m-1.s-1),bulk T diffusion coeff. error * N (m-1.s-1),flux drift velocity (m.s-1),flux drift velocity error (m.s-1),flux L diffusion coeff. * N (m-1.s-1),flux L diffusion coeff. error * N (m-1.s-1),flux T diffusion coeff. * N (m-1.s-1),flux T diffusion coeff. error * N (m-1.s-1),effective ionization rate coeff. (counted) (m3.s-1),effective ionization rate coeff. (counted) error (m3.s-1),ionization rate coeff. (counted) (m3.s-1),ionization rate coeff. (counted) error (m3.s-1),attachment rate coeff. (counted) (m3.s-1),attachment rate coeff. (counted) error (m3.s-1),effective ionization rate coeff. (convolution) (m3.s-1),ionization rate coeff. (convolution) (m3.s-1),attachment rate coeff. (convolution) (m3.s-1)
450.0,5.8056900323350344,0.01922209802501471,188030.5034899326,4742.8617579382135,1.389492760717259e+24,3.6254805009604584e+22,1.9418938979465991e+24,4.171543001626967e+22,183734.9825011708,8309.59576240287,1.3565684934757758e+24,6.781001133676279e+22,2.0326221648676893e+24,7.371750271914084e+22,9.990400217996206e-16,3.140369076066895e-17,9.989110213598606e-16,3.1474381514754073e-17,0.0,0.0,1.0540788759781745e-15,1.0540788759781745e-15,0.0
