E/N (Td),mean energy (eV),mean energy error (eV),bulk drift velocity (m.s-1),bulk drift velocity error (m.s-1),bulk L diffusion coeff. * N (m-1.s-1),bulk L diffusion coeff. error * N (m-1.s-1),bulk T diffusion coeff. * N (m-1.s-1),bulk T diffusion coeff. error * N (m-1.s-1),flux drift velocity (m.s-1),flux drift velocity error (m.s-1),flux L diffusion coeff. * N (m-1.s-1),flux L diffusion coeff. error * N (m-1.s-1),flux T diffusion coeff. * N (m-1.s-1),flux T diffusion coeff. error * N (m-1.s-1),effective ionization rate coeff. (counted) (m3.s-1),effective ionization rate coeff. (counted) error (m3.s-1),ionization rate coeff. (counted) (m3.s-1),ionization rate coeff. (counted) error (m3.s-1),attachment rate coeff. (counted) (m3.s-1),attachment rate coeff. (counted) error (m3.s-1),effective ionization rate coeff. (convolution) (m3.s-1),ionization rate coeff. (convolution) (m3.s-1),attachment rate coeff. (convolution) (m3.s-1)
320.0,4.445679851883944,0.035868822540595625,150254.98956278118,1867.1150810945849,9.290138336249496e+23,1.6575970059584107e+22,1.93633983828433e+24,2.206380073008078e+22,136352.99068186048,4670.289207411425,8.023686309706457e+23,3.98873418240806e+22,1.8739038904998747e+24,4.709932831424465e+22,5.968110095801445e-17,3.3246203997788235e-18,5.97777631320712e-17,3.3397235068853545e-18,0.0,0.0,1.2950858011425787e-16,1.2950858011425787e-16,0.0
