energy (eV),eedf (eV-1),eepf (eV-3/2)
0.0050984183963446224,0.007896873666248111,0.11059549938673087
0.015295255189033867,0.013885336196486261,0.1122737001931752
0.025492091981723114,0.020268642410036817,0.12694684804559014
0.035688928774412355,0.02184801714328644,0.1156499026786846
0.045885765567101604,0.02678356318469151,0.12503435625110962
0.056082602359790845,0.025467417573650158,0.10754019766100442
0.0662794391524801,0.025993875818066697,0.10096750566050623
0.07647627594516934,0.028231323356836997,0.10208639567085513
0.08667311273785858,0.034153978606523076,0.1160109825651036
0.09686994953054784,0.03665465526750165,0.11776998036337988
0.10706678632323707,0.03876048824516781,0.11845730704547991
0.11726362311592631,0.03961598289234469,0.11568812468906836
0.12746045990861557,0.043893456128229084,0.12294533015158247
0.1376572967013048,0.043827648847677016,0.1181268314828668
0.14785413349399407,0.04501217989761423,0.11706129135902985
0.1580509702866833,0.04948707497515483,0.12447817190630966
0.16824780707937254,0.050145147780675504,0.12225150360732373
0.17844464387206177,0.049223845852946556,0.1165262535527824
0.18864148066475103,0.051000642427852384,0.1174240481439528
0.1988383174574403,0.051987751636133395,0.11658723314499665
0.20903515425012953,0.0544226210165599,0.11903366049827956
0.21923199104281876,0.053698740930487154,0.11468645768353902
0.229428827835508,0.059094937935756695,0.12337475058976184
0.23962566462819726,0.053698740930487154,0.10969767872870612
0.24982250142088652,0.05731814136085087,0.11467699995933642
0.26001933821357576,0.05771298504416328,0.11318026677326962
0.270216175006265,0.0592923597774129,0.11406254674599473
0.2804130117989542,0.06047689082735012,0.11420638227844157
0.29060984859164346,0.06528082230765105,0.12109618245302026
0.30080668538433275,0.06824214993249408,0.12442537505539002
0.311003522177022,0.06310918204943282,0.11316441888647942
0.3212003589697112,0.06600470239372379,0.11646270319951872
0.33139719576240045,0.06817634265194203,0.11842933346724267
0.3415940325550897,0.07304608141279502,0.12498036405256129
0.3517908693477789,0.07113767027678507,0.119938152982907
0.3619877061404682,0.06988733194629577,0.11615864848360113
0.37218454293315745,0.07212477948506608,0.11822391365629434
0.3823813797258467,0.07186155036285781,0.11621126124260409
0.3925782165185359,0.0733093105350033,0.11700274105370058
0.4027750533112252,0.07396738334052397,0.1165491132339465
0.41297189010391444,0.0785738929791687,0.12226946876644133
0.4231687268966037,0.07831066385696044,0.12038271205471643
0.4333655636892929,0.0800216531513142,0.12155709706087528
0.44356240048198214,0.08429912638719858,0.1265743516194281
0.4537592372746714,0.08127199148180347,0.12065023223908464
0.4639560740673606,0.08416751182609444,0.12356801103040406
0.4741529108600499,0.08225910069008449,0.11946061512357113
0.48434974765273914,0.0871288394509375,0.12519367565707887
0.49454658444542837,0.08489139191216719,0.1207146698971063
0.5047434212381177,0.0854836574371358,0.1203227534553357
0.5149402580308069,0.0901559743563326,0.1256365749122594
0.5251370948234961,0.08337782445946963,0.11505730849543826
0.5353339316161854,0.085681079278792,0.11710421917242976
0.5455307684088746,0.08745787585369783,0.11841025054537839
0.5557276052015638,0.08883982874529124,0.11917268588224186
0.5659244419942531,0.08805014137866643,0.11704445182892917
0.5761212787869423,0.09265665101731117,0.12207300655428627
0.5863181155796315,0.09107727628406155,0.11894422963987121
0.5965149523723208,0.0903533961979888,0.116985979132384
0.6067117891650101,0.09324891654227978,0.11971610472448435
0.6169086259576994,0.09936899363362206,0.12651454854088154
0.6271054627503886,0.09528894223939387,0.12032952825699432
0.6373022995430778,0.0976580043392683,0.1223305990257505
0.6474991363357671,0.09640766600877902,0.11980969764096602
0.6576959731284563,0.09778961890037244,0.12058135566540425
0.6678928099211455,0.09818446258368485,0.1201404856685492
0.6780896467138348,0.09778961890037244,0.11875425976055108
0.688286483506524,0.10239612853901717,0.12342380082661272
0.6984833202992132,0.09364376022559218,0.11204715258809954
0.7086801570919026,0.09660508785043523,0.11475585772858968
0.7188769938845918,0.10015868100024687,0.11813029922892188
0.729073830677281,0.10055352468355928,0.11776372744423654
0.7392706674699703,0.10351485230840232,0.12039291487864803
0.7494675042626595,0.10483099791944367,0.12109140447374954
0.7596643410553487,0.09884253538920552,0.11340520980979796
0.769861177848038,0.1066077944943495,0.12150181034048847
0.7800580146407272,0.10594972168882882,0.11995997554901529
0.7902548514334164,0.1043703469555792,0.11740687856343006
0.8004516882261057,0.10384388871116265,0.11606823506733135
0.8106485250187949,0.09982964459748653,0.11087744929804862
0.8208453618114843,0.10930589299698426,0.12064599301730976
0.8310421986041735,0.11259625702458764,0.12351292744539873
0.8412390353968627,0.1092400857164322,0.1191028966438611
0.851435872189552,0.10562068528606848,0.11446507814738616
0.8616327089822412,0.11384659535507693,0.12264757303784898
0.8718295457749304,0.11292529342734799,0.1209415238202034
0.8820263825676197,0.1096349293997446,0.11673689924870559
0.8922232193603089,0.1159524283327431,0.12275610151797726
0.9024200561529981,0.11667630841881584,0.12282260671738525
0.9126168929456874,0.11476789728280588,0.12013683133713862
0.9228137297383767,0.1141098244772852,0.11878620664190952
0.933010566531066,0.11976925060476301,0.12399439418808089
0.9432074033237552,0.11463628272170175,0.11803709006313717
0.9534042401164444,0.11720276666323237,0.12003263061800488
0.9636010769091337,0.11621565745495137,0.11839026838840833
0.9737979137018229,0.12154604717966884,0.12317041927076305
0.9839947504945121,0.11700534482157618,0.11795308661968745
0.9941915872872014,0.1195718287631068,0.11992061016558139
1.0043884240798906,0.12259896366850193,0.1223308377121169
1.0145852608725798,0.12055893797138782,0.11968924820061373
1.0247820976652693,0.12055893797138782,0.11909229062254763
1.0349789344579583,0.12463898936561602,0.12251468948972419
1.0451757712506478,0.12450737480451188,0.12178685331782645
1.0553726080433368,0.12016409428807542,0.11696927778640023
1.0655694448360262,0.12338865103512674,0.11953204150670833
1.0757662816287152,0.12003247972697129,0.11572836414586153
1.0859631184214047,0.12634997865996977,0.1212460600600411
1.0961599552140937,0.12444156752395981,0.11885802425756778
1.1063567920067832,0.12509964032948048,0.11893466616158818
1.1165536287994722,0.12253315638794986,0.11596150072317307
1.1267504655921616,0.12240154182684572,0.11531160454262905
1.1369473023848506,0.12891646260150041,0.12090331601403402
1.14714413917754,0.12273057822960605,0.11458922575347393
1.1573409759702291,0.12595513497665736,0.11708067370611683
1.1675378127629186,0.12536286945168876,0.11602015645517683
1.1777346495556076,0.12483641120727222,0.11503170286364325
1.187931486348297,0.13089068101806245,0.12009171047457208
1.1981283231409863,0.1327990921540724,0.12132308324059878
1.2083251599336755,0.12595513497665736,0.11458399722020579
1.218521996726365,0.12746870242935493,0.11547470945336236
1.228718833519054,0.12740289514880285,0.11493519569851571
1.2389156703117434,0.13135133198192692,0.11800858640630738
1.2491125071044324,0.1279293533932194,0.11446413385928908
1.259309343897122,0.13799786731768574,0.12297197887079551
1.269506180689811,0.13181198294579138,0.11698696755862789
1.2797030174825004,0.1291796917237087,0.11419304317771316
1.2898998542751894,0.12937711356536488,0.11391461871171892
1.3000966910678788,0.13062745189585417,0.1145635938152644
1.3102935278605679,0.13622107074277992,0.11900357046680522
1.3204903646532573,0.13444427416787408,0.11699699102595879
1.3306872014459463,0.13977466389259155,0.12116870509092563
1.3408840382386358,0.13720817995106094,0.11849073488765281
1.3510808750313248,0.1380636745982378,0.11877875117119663
1.3612777118240142,0.13352297224014514,0.11444125829945143
1.3714745486167033,0.14188049687025772,0.12115150805281821
1.3816713854093927,0.13977466389259155,0.11891210713298334
1.3918682222020817,0.13819528915934193,0.11713702213168406
1.4020650589947712,0.1425385696757784,0.12037832978487628
1.4122618957874604,0.13944562748983122,0.11734032320752183
1.4224587325801497,0.14043273669811224,0.11774663956031241
1.432655569372839,0.14622377738669418,0.1221650853083767
1.4428524061655281,0.13773463819547746,0.11466535462279165
1.4530492429582176,0.14109080950363292,0.11704653430519307
1.4632460797509066,0.1482638030838083,0.12256781704427167
1.473442916543596,0.14313083520074701,0.11791431919908807
1.483639753336285,0.14622377738669418,0.12004767906204154
1.4938365901289745,0.1439863298479239,0.11780662532759444
1.5040334269216635,0.14938252685319342,0.12180666627231482
1.514230263714353,0.1457631264228297,0.11845454089686004
1.524427100507042,0.15280450544190094,0.12376072054148463
1.5346239372997315,0.1490534904504331,0.12032092624058331
1.5448207740924205,0.14280179879798666,0.11489327989056389
1.55501761088511,0.14556570458117352,0.1167323989949775
1.565214447677799,0.1449734390562049,0.11587814047464792
1.5754112844704884,0.14865864676712068,0.11843858199246854
1.5856081212631774,0.14523666817841316,0.11533957494430212
1.5958049580558669,0.15727940051944153,0.12450360887442583
1.6060017948485559,0.14681604291166278,0.11585119058656752
1.6161986316412453,0.150896094305891,0.11869450990488752
1.6263954684339346,0.14128823134528912,0.1107880480886322
1.6365923052266238,0.14161726774804945,0.11069957632693952
1.6467891420193133,0.15135674526975545,0.11794588211002278
1.6569859788120023,0.1472108865949752,0.1143616760316721
1.6671828156046917,0.15115932342809926,0.11706938228426116
1.6773796523973807,0.14773734483939174,0.11407083072078975
1.6875764891900702,0.15339677096686954,0.11808221322575746
1.6977733259827592,0.15622648403060846,0.11989879152419093
1.7079701627754487,0.1502380215003703,0.11495813669960257
1.7181669995681377,0.14681604291166278,0.11200588135657967
