% COMSOL Interpolation (Spreadsheet) | args: eps_eV, epsbar_eV | col: f (EEDF)
% Source mode: stacked_csv
% Normalization: none
% Source: ../outputs/ar_cl2_en_scan_jit/eedf_table.csv
2.44003329e-03,2.51824092e+00,7.68432140e-03
7.32009986e-03,2.51824092e+00,1.53686428e-02
1.22001664e-02,2.51824092e+00,1.47994338e-02
1.70802330e-02,2.51824092e+00,2.16299417e-02
2.19602996e-02,2.51824092e+00,3.10218901e-02
2.68403661e-02,2.51824092e+00,3.32987261e-02
3.17204327e-02,2.51824092e+00,4.63905329e-02
3.66004993e-02,2.51824092e+00,3.78523980e-02
4.14805659e-02,2.51824092e+00,4.95211824e-02
4.63606324e-02,2.51824092e+00,4.63905329e-02
5.12406990e-02,2.51824092e+00,6.00515487e-02
5.61207656e-02,2.51824092e+00,5.37902498e-02
6.10008321e-02,2.51824092e+00,5.63516903e-02
6.58808987e-02,2.51824092e+00,6.91588926e-02
7.07609653e-02,2.51824092e+00,6.37514072e-02
7.56410318e-02,2.51824092e+00,5.69208993e-02
8.05210984e-02,2.51824092e+00,5.94823398e-02
8.54011650e-02,2.51824092e+00,7.02973106e-02
9.02812316e-02,2.51824092e+00,6.91588926e-02
9.51612981e-02,2.51824092e+00,7.68432140e-02
1.00041365e-01,2.51824092e+00,7.45663781e-02
1.04921431e-01,2.51824092e+00,7.91200500e-02
1.09801498e-01,2.51824092e+00,7.99738635e-02
1.14681564e-01,2.51824092e+00,7.62740050e-02
1.19561631e-01,2.51824092e+00,7.91200500e-02
1.24441698e-01,2.51824092e+00,8.62351624e-02
1.29321764e-01,2.51824092e+00,9.44886928e-02
1.34201831e-01,2.51824092e+00,1.00465387e-01
1.39081897e-01,2.51824092e+00,8.82273939e-02
1.43961964e-01,2.51824092e+00,9.90423648e-02
1.48842030e-01,2.51824092e+00,1.04449850e-01
1.53722097e-01,2.51824092e+00,9.70501333e-02
1.58602164e-01,2.51824092e+00,1.05019059e-01
1.63482230e-01,2.51824092e+00,1.02173014e-01
1.68362297e-01,2.51824092e+00,1.06157477e-01
1.73242363e-01,2.51824092e+00,1.01888410e-01
