E/N (Td),mean energy (eV),mean energy error (eV),bulk drift velocity (m.s-1),bulk drift velocity error (m.s-1),bulk L diffusion coeff. * N (m-1.s-1),bulk L diffusion coeff. error * N (m-1.s-1),bulk T diffusion coeff. * N (m-1.s-1),bulk T diffusion coeff. error * N (m-1.s-1),flux drift velocity (m.s-1),flux drift velocity error (m.s-1),flux L diffusion coeff. * N (m-1.s-1),flux L diffusion coeff. error * N (m-1.s-1),flux T diffusion coeff. * N (m-1.s-1),flux T diffusion coeff. error * N (m-1.s-1),effective ionization rate coeff. (counted) (m3.s-1),effective ionization rate coeff. (counted) error (m3.s-1),ionization rate coeff. (counted) (m3.s-1),ionization rate coeff. (counted) error (m3.s-1),attachment rate coeff. (counted) (m3.s-1),attachment rate coeff. (counted) error (m3.s-1),effective ionization rate coeff. (convolution) (m3.s-1),ionization rate coeff. (convolution) (m3.s-1),attachment rate coeff. (convolution) (m3.s-1)
300.0,4.252698287411141,0.016141975415145202,123124.5997223684,2048.5241503278085,8.070561182140151e+23,1.4287952344884219e+22,1.723627385502753e+24,2.588879900282322e+22,115673.57316510845,4224.755013040985,7.34522430184775e+23,3.6364801035921785e+22,1.6688058297705504e+24,4.593127301109489e+22,3.1650238928252175e-17,1.9130515738044678e-18,3.1659972327290946e-17,1.9142772285450197e-18,0.0,0.0,4.059215769326316e-17,4.059215769326316e-17,0.0
