step,dt,t_determine_timestep,t_determine_collisions,t_perform_collisions,t_collect_output
1,1.730267514768168e-15,0.00038525002310052514,0.018842457997379825,0.0007157499785535038,0.0007217079983092844
2,4.541994975983891e-15,8.337499457411468e-05,0.012973250006325543,0.001148832991020754,0.0003969169920310378
3,4.560741194131292e-15,8.079200051724911e-05,0.018364749994361773,0.0008304170041810721,0.0004166250000707805
4,4.6699721389680935e-15,0.0001227080065291375,0.012975041987374425,0.0005922080017626286,0.00027983399922959507
5,5.9531593337308364e-15,0.00010462501086294651,0.013553208002122119,0.002091000002110377,0.0006609580013900995
6,3.8628077533230997e-16,8.612498641014099e-05,0.01439566700719297,0.0013391249813139439,0.0015955420094542205
7,4.447463169422769e-15,0.00011433300096541643,0.01323729200521484,0.0018532919930294156,0.0004717079864349216
8,4.335534982278925e-15,0.000229124998440966,0.017432249995181337,0.0012738330115098506,0.0008037080115173012
9,3.980090967292124e-15,0.00019041600171476603,0.016943291993811727,0.0007189169991761446,0.0007415410073008388
10,4.477880234560516e-15,0.00014750001719221473,0.02026024999213405,0.001068832993041724,0.0012886670010630041
11,3.68654948745092e-15,9.658400085754693e-05,0.017355625022901222,0.0017274579731747508,0.002762083022389561
12,2.26551549581298e-15,0.00038395801675505936,0.012847457983298227,0.0006048340001143515,0.00135366601170972
13,8.086957182487891e-15,0.0006314999773167074,0.01222679202328436,0.0005148749914951622,0.00046037501306273043
14,5.891851661528786e-15,8.249998791143298e-05,0.016325500007951632,0.0010590419988147914,0.001228166016517207
15,3.882409282316854e-15,0.00013000000035390258,0.012464791012462229,0.0005202500033192337,0.0003085839853156358
16,4.1850384350717715e-15,7.174999336712062e-05,0.014577875001123175,0.0006890000076964498,0.00027570800739340484
17,2.716585290498574e-15,9.787501767277718e-05,0.013271249976241961,0.000509250006871298,0.00039666600059717894
18,3.5177471859634908e-15,0.00018670898862183094,0.01763229101197794,0.0008752499998081475,0.0005390839942265302
19,3.623026502710712e-15,8.583301678299904e-05,0.01595720899058506,0.0014829160063527524,0.0013006250082980841
20,2.137508574212114e-15,9.145899093709886e-05,0.01545133301988244,0.0005419579974841326,0.0004814589919988066
21,3.339417681646491e-15,8.141700527630746e-05,0.019528167002135888,0.0012877499975729734,0.0006874999962747097
22,4.199912206946299e-15,0.00026375000015832484,0.015529374999459833,0.0005881249962840229,0.0003252080059610307
23,3.952692107750138e-15,0.00018999999156221747,0.016674541984684765,0.0018005000019911677,0.0009930410014931113
24,4.432067374411986e-15,0.0012076249986421317,0.017316415993263945,0.0005257499869912863,0.00037104199873283505
25,1.0740793183393251e-15,0.0001050409919116646,0.01391808400512673,0.0007617080118507147,0.0002458329836372286
26,4.8344421400128065e-15,0.0001086670090444386,0.030495624989271164,0.0006997500022407621,0.00033883299329318106
27,1.6945902478148326e-15,0.00010370899690315127,0.016451416013296694,0.0014859999937471002,0.0008678339945618063
28,4.9221509047010055e-15,0.00018945799092762172,0.013471166981616989,0.0005198750004637986,0.0007858330209273845
29,1.577904881041316e-15,8.541700663045049e-05,0.014390249998541549,0.0006379580008797348,0.0012586250086314976
30,4.981675053712251e-15,0.00011383401579223573,0.015512832993408665,0.000540083012310788,0.0005613749963231385
31,2.9953443221448914e-15,0.00022062499192543328,0.017074375005904585,0.000658042001305148,0.0003220000071451068
32,4.380453963326737e-15,8.879200322553515e-05,0.04105137498117983,0.0007745420152787119,0.0004887079994659871
33,2.510955998420312e-15,8.674999116919935e-05,0.035358292021555826,0.0009589169931132346,0.0005728329997509718
34,5.5148856971936935e-15,8.162498124875128e-05,0.017414583009667695,0.0006194580055307597,0.0005044589925091714
35,5.6431943240853624e-15,8.16670071799308e-05,0.013319833000423387,0.000498792011057958,0.0004914999881293625
36,1.0000826152139288e-15,0.00010120798833668232,0.015150916995480657,0.0009116660221479833,0.0008756669994909316
37,4.500327115234693e-15,8.045899448916316e-05,0.014829124993411824,0.0007125830161385238,0.0006563329952768981
38,4.05692545723471e-15,8.387499838136137e-05,0.013718292000703514,0.0005457499937620014,0.0004881670174654573
39,5.349280803364428e-15,8.258299203589559e-05,0.01597816700814292,0.0010556660126894712,0.0012131249823141843
40,3.004554157935706e-15,0.00035320798633620143,0.014555708010448143,0.0006910839874763042,0.0008525830053258687
41,2.5307156148009576e-15,8.783300290815532e-05,0.013512333011021838,0.0006870419892948121,0.0004856669984292239
42,3.4038365007981974e-15,0.0001549159933347255,0.015642042009858415,0.0006528749945573509,0.0005536670214496553
43,4.035192446845882e-15,9.370798943564296e-05,0.01387712502037175,0.0007359169831033796,0.0004912500153295696
44,8.832612521922e-16,9.400001727044582e-05,0.012122082989662886,0.0011778330081142485,0.0008842090028338134
45,2.9459876920624417e-15,8.812500163912773e-05,0.01806620799470693,0.0007647919992450625,0.0015489580109715462
46,7.747984829364138e-16,0.0001385409850627184,0.018186208995757625,0.0022446250077337027,0.0007820409955456853
47,2.117601849393718e-15,8.93340038601309e-05,0.01568625000072643,0.001560415985295549,0.0026887920103035867
48,3.4500159356969834e-15,0.0002473750209901482,0.015009750000899658,0.001506083004642278,0.0011213329853489995
49,1.7906378247349887e-15,0.0005467090231832117,0.016190457972697914,0.0010719170095399022,0.0005681250186171383
50,4.199305948619502e-15,0.0015751250030007213,0.01914483300060965,0.000590375013416633,0.0016449999820906669
51,3.877320035390341e-15,0.00046454198309220374,0.01599849999183789,0.0008122080180328339,0.0007519999926444143
52,3.839390799597411e-15,9.441599831916392e-05,0.014908374985679984,0.0010050420241896063,0.0004112499882467091
53,6.850212254652377e-16,9.533300180919468e-05,0.015238708001561463,0.002242999995360151,0.0005495419900398701
54,3.2274424915721167e-15,9.59169992711395e-05,0.019751957996049896,0.0026897919888142496,0.0009135000000242144
55,8.016704516132564e-16,0.0013182499969843775,0.01488479200634174,0.00084299998707138,0.0013716660032514483
56,8.476666147742474e-16,0.0002710410044528544,0.020473541982937604,0.0009430829959455878,0.0004268340126145631
57,5.232430266974879e-15,0.0007230000046547502,0.0248397919931449,0.0006629159906879067,0.023005292023299262
