time,num_collisions,num_null_collisions,num_electrons,num_cations,num_anions,mean_energy,mean_position_x,mean_position_y,mean_position_z,var_position_x,var_position_y,var_position_z,mean_velocity_x,mean_velocity_y,mean_velocity_z,mean_velocity_moment_x,mean_velocity_moment_y,mean_velocity_moment_z
0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.730267514768168e-15,0.0,10000.0,10000.0,0.0,0.0,0.00039286994006420346,0.0,0.0,1.0170290435244424e-11,0.0,0.0,2.61012178719941e-54,0.0,0.0,11755.743373136267,0.0,0.0,1.1955932438699578e-07
6.272262490752059e-15,55.0,9945.0,10000.0,0.0,0.0,0.005150488394407247,2.7818870898015888e-14,2.873933374930639e-14,1.3333156317276856e-10,5.565787118223256e-24,4.7960506006851925e-24,2.309401975102453e-23,6.1248132252699685,6.327469295159414,42545.676624914304,1.2255762142483354e-09,1.0561166569653557e-09,5.677766124869258e-06
1.083300368488335e-14,135.0,9865.0,10000.0,0.0,0.0,0.015262692095134674,-5.154119237964766e-14,2.869986457693608e-14,3.9510791873324877e-10,1.7873871768090288e-22,1.9782233401132426e-22,8.81635237724199e-22,-17.400694294993794,-0.008654113594767114,72891.0068989504,3.705490534448025e-08,4.139081555486368e-08,2.8982807286957817e-05
1.5502975823851444e-14,197.0,9803.0,10000.0,0.0,0.0,0.03099329859670834,9.700950038458673e-14,2.882217030976697e-13,8.023289158181336e-10,1.5305855604547077e-21,1.5128892958460425e-21,6.709471807638898e-21,31.809759960807632,55.572459705954316,103064.18534485667,2.529587428435265e-07,2.407973109394503e-07,8.37611677928054e-05
2.145613515758228e-14,1915.0,8085.0,10000.0,0.0,0.0,0.05476646103729402,-1.977362238073196e-12,-7.330681997382234e-13,1.4177512118619066e-09,2.943051377094487e-20,3.020769230824813e-20,1.0655948176480198e-19,-348.4488860737038,-171.55426985621293,123600.835727388,4.494199803627734e-06,4.630516388199466e-06,0.00019112023959108167
2.184241593291459e-14,979.0,9021.0,10000.0,0.0,0.0,0.05647423354776282,-2.2837032472390774e-12,-7.274371436690709e-13,1.4619626335518398e-09,3.2448316371555856e-20,3.339566992656009e-20,1.1858008566553303e-19,-793.052693089224,14.57762443473516,115766.33822651903,4.133454047363212e-06,4.356680599694314e-06,0.00018559816263024814
2.6289879102337357e-14,144.0,9856.0,10000.0,0.0,0.0,0.07871212560958854,-5.1128319475668156e-12,-1.1060593763873831e-12,2.037639007606219e-09,9.27156218312775e-20,9.650451160127985e-20,3.4712406355224215e-19,-636.1218952364986,-85.13217946838064,144547.692812842,9.484959196083212e-06,9.924139472555035e-06,0.0003298016495071457
3.0625414084616285e-14,164.0,9836.0,10000.0,0.0,0.0,0.10506228770040804,-9.206974654074438e-12,-2.2124657871126607e-12,2.7197705397958104e-09,1.9843708389512337e-19,2.0672984775739204e-19,7.355833304481674e-19,-944.3223784935496,-255.19489872590256,172063.22686577574,1.5137632134359083e-05,1.571793470698312e-05,0.0005227639354830882
3.460550505190841e-14,274.0,9726.0,10000.0,0.0,0.0,0.13282797510181746,-1.2065590989942697e-11,-4.160874067265139e-12,3.4392612270882377e-09,3.427110488162971e-19,3.533932369789512e-19,1.2483259687753794e-18,-718.228894605676,-489.5386301881655,194293.1436602804,2.1448850099568144e-05,2.176619932051958e-05,0.0007438407553130567
3.9083385286468923e-14,179.0,9821.0,10000.0,0.0,0.0,0.16850086339412446,-1.5024245515919984e-11,-4.932123939582641e-12,4.363625282733496e-09,5.693997454876749e-19,5.844386940889807e-19,2.038422107517067e-18,-660.726587357615,-172.23548463064157,221640.69169268335,2.9587116380434152e-05,3.0155481200230682e-05,0.0010694773955340698
