E/N (Td),mean energy (eV),mean energy error (eV),bulk drift velocity (m.s-1),bulk drift velocity error (m.s-1),bulk L diffusion coeff. * N (m-1.s-1),bulk L diffusion coeff. error * N (m-1.s-1),bulk T diffusion coeff. * N (m-1.s-1),bulk T diffusion coeff. error * N (m-1.s-1),flux drift velocity (m.s-1),flux drift velocity error (m.s-1),flux L diffusion coeff. * N (m-1.s-1),flux L diffusion coeff. error * N (m-1.s-1),flux T diffusion coeff. * N (m-1.s-1),flux T diffusion coeff. error * N (m-1.s-1),effective ionization rate coeff. (counted) (m3.s-1),effective ionization rate coeff. (counted) error (m3.s-1),ionization rate coeff. (counted) (m3.s-1),ionization rate coeff. (counted) error (m3.s-1),attachment rate coeff. (counted) (m3.s-1),attachment rate coeff. (counted) error (m3.s-1),effective ionization rate coeff. (convolution) (m3.s-1),ionization rate coeff. (convolution) (m3.s-1),attachment rate coeff. (convolution) (m3.s-1)
400.0,5.043734794722168,0.014195195404818433,150719.87166403033,1420.187006821996,9.450706139238257e+23,1.221308993087514e+22,1.8118818143173135e+24,1.3359961200375491e+22,141866.4667753069,5035.055698265957,8.498556625754955e+23,4.242061249340476e+22,1.813171839568138e+24,4.657677695277337e+22,3.921293217675163e-16,8.818335242762534e-18,3.921618436562321e-16,8.829758285080726e-18,0.0,0.0,2.9705061572147843e-16,2.9705061572147843e-16,0.0
