time,num_collisions,num_null_collisions,num_electrons,num_cations,num_anions,mean_energy,mean_position_x,mean_position_y,mean_position_z,var_position_x,var_position_y,var_position_z,mean_velocity_x,mean_velocity_y,mean_velocity_z,mean_velocity_moment_x,mean_velocity_moment_y,mean_velocity_moment_z
0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.611573000924926e-15,0.0,10000.0,10000.0,0.0,0.0,0.02511672309165223,0.0,0.0,2.1673361637354097e-10,0.0,0.0,2.6727647100921956e-51,0.0,0.0,93995.52661535298,0.0,0.0,2.037199040628088e-05
7.356003180618639e-15,116.0,9884.0,10000.0,0.0,0.0,0.06355562340959216,-2.6322216102615893e-13,-2.258006897872138e-13,5.484250896666438e-10,2.1692068513380676e-22,2.7650290550626614e-22,1.0616710422870606e-21,-95.9114073929676,-82.2759826276265,148829.0851765609,7.906558259174912e-08,1.007691481838459e-07,8.200845009327993e-05
8.738727274041437e-15,186.0,9814.0,10000.0,0.0,0.0,0.0892130037812567,-1.9997099037966953e-13,-4.135506731506047e-13,7.698242384633607e-10,7.755432564665527e-22,8.360288417306274e-22,3.452353396067082e-21,45.74388408168793,-135.7826801864965,174209.80365173685,3.2480217719584646e-07,3.0925824813840264e-07,0.00013545979814199113
1.219509063666944e-14,59.0,9941.0,10000.0,0.0,0.0,0.1726915609923257,-2.894615677627688e-13,-8.535309795618696e-13,1.4901654748969979e-09,5.820381863605279e-21,5.475244911371874e-21,2.3987684689088247e-20,-25.8915420614389,-127.29573260975997,243634.87411208387,1.134597915852081e-06,1.038366330968536e-06,0.00036765492371396434
1.3631668693062961e-14,149.0,9851.0,10000.0,0.0,0.0,0.2150412949698167,-3.4746202248361584e-14,-7.913311307131301e-13,1.855782680154298e-09,1.0009544442106054e-20,9.545719173241156e-21,4.1386048259207404e-20,177.30701397031052,43.29722883620428,269146.17928328767,1.8196275666874341e-06,1.8151354210777738e-06,0.0005070737246078466
1.569784640850784e-14,34.0,9966.0,10000.0,0.0,0.0,0.28428025697871995,2.293620717039172e-13,-5.202344999674839e-13,2.4535473608396312e-09,2.0010819774201366e-20,1.9754125384268565e-20,8.328415990673452e-20,127.824568031125,131.20683120293702,310366.3870274875,3.023942627268948e-06,3.1254186928406516e-06,0.000774172607410823
1.7269568503267535e-14,54.0,9946.0,10000.0,0.0,0.0,0.34335603392417313,3.125043677866099e-13,-4.359797334267625e-13,2.9641492652644412e-09,3.119249811252085e-20,3.131993249179032e-20,1.3060411917957866e-19,52.89885302236245,53.60665655947474,340885.640007751,4.117243006476102e-06,4.297727980204706e-06,0.0010279080610385916
1.7810158453320025e-14,135.0,9865.0,10000.0,0.0,0.0,0.3644391145151658,3.5624780870764005e-13,-5.08791816976485e-13,3.1488751785523545e-09,3.576132438760291e-20,3.620175206828793e-20,1.508082344538018e-19,80.91796918677866,-134.69004287381384,347221.00006656547,4.5482058662476045e-06,4.8598791199326095e-06,0.0011134392104272595
1.9679002808149357e-14,34.0,9966.0,10000.0,0.0,0.0,0.44340507050214184,4.646280656408121e-13,-7.153294454172954e-13,3.831110528008676e-09,5.706364846897888e-20,5.913353964679642e-20,2.4597720006333112e-19,57.99319598398015,-110.5162277998653,384103.22860180447,6.924317044960189e-06,7.4141945622724605e-06,0.0015023853651850412
2.8132958382126835e-14,41.0,9959.0,10000.0,0.0,0.0,0.9024824176488022,1.0430934091013222e-12,-2.566614226055763e-12,7.793408035020806e-09,2.79074194379695e-19,2.97304675876487e-19,1.2357791665094294e-18,68.4254061188956,-218.98444632675816,554848.0489067762,1.9325623829209876e-05,2.0781293813771083e-05,0.0044104063187715295
2.9775634403352177e-14,166.0,9834.0,10000.0,0.0,0.0,1.009346315764809,-9.880667055337193e-13,-2.6713611714337363e-12,8.716735480146656e-09,3.512679455475974e-19,3.7440583634363196e-19,1.5463939506624732e-18,-1236.49465164769,-63.7660403052782,578828.3172834261,2.4800280534246044e-05,2.6172678212544315e-05,0.005150942998942706
3.03781618669696e-14,473.0,9527.0,10000.0,0.0,0.0,1.0480209915616086,-1.1254704056571582e-12,-3.055186008514481e-12,9.05189728341144e-09,3.83723658262639e-19,4.0851871928347503e-19,1.6771635254505482e-18,-228.0455388680548,-637.0246341575248,562400.3119405621,2.9773947761780346e-05,3.0937441778529705e-05,0.0052096139387952
3.1819247922966906e-14,199.0,9801.0,10000.0,0.0,0.0,1.1423883705656241,-5.225035275169082e-13,-3.5599687258525913e-12,9.86638045047563e-09,4.935719369530913e-19,5.189812699216675e-19,2.0985761528920886e-18,418.4114304839109,-350.2793710600263,579873.5333851944,4.6682419231692775e-05,4.624791439465016e-05,0.005898242122739124
3.38797042084121e-14,166.0,9834.0,10000.0,0.0,0.0,1.2834157376346784,5.990693724735622e-13,-4.978499518898094e-12,1.108349486170669e-08,7.45302588000749e-19,7.637742190805734e-19,3.028036585309436e-18,544.3322956731081,-688.4546898984573,611700.055785941,7.572850923883066e-05,7.295255050731813e-05,0.007056750912346142
