mean energy (eV),energy (eV),eedf (eV-1)
3.7341053743149515,0.0043027840155448,0.010775186253483
3.7341053743149515,0.0129083520466345,0.016268418461141
3.7341053743149515,0.0215139200777243,0.0170078920275565
3.7341053743149515,0.030119488108814,0.0199657862932186
3.7341053743149515,0.0387250561399038,0.0227124023970476
3.7341053743149515,0.0473306241709935,0.0239800713680456
3.7341053743149515,0.0559361922020832,0.0274661610382901
3.7341053743149515,0.0645417602331729,0.0282056346047056
3.7341053743149515,0.0731473282642627,0.0310578897894511
3.7341053743149515,0.0817528962953524,0.0370793174016916
3.7341053743149515,0.0903584643264421,0.0322199196795326
3.7341053743149515,0.0989640323575319,0.0406710461528527
3.7341053743149515,0.1075696003886216,0.0375018737253576
3.7341053743149515,0.1161751684197113,0.0400372116673537
3.7341053743149515,0.1247807364508011,0.0402484898291867
3.7341053743149515,0.1333863044818908,0.0416217978811012
3.7341053743149515,0.1419918725129805,0.0429951059330157
3.7341053743149515,0.1505974405440703,0.0429951059330157
3.7341053743149515,0.15920300857516,0.0452135266322622
3.7341053743149515,0.1678085766062498,0.0480657818170077
3.7341053743149515,0.1764141446373395,0.0564112692094112
3.7341053743149515,0.1850197126684292,0.0470093910078427
3.7341053743149515,0.1936252806995189,0.0522913450536677
3.7341053743149515,0.2022308487306087,0.0554605174811627
3.7341053743149515,0.2108364167616984,0.0514462324063357
3.7341053743149515,0.2194419847927881,0.0544041266719977
3.7341053743149515,0.2280475528238779,0.0549323220765802
3.7341053743149515,0.2366531208549676,0.0574676600185763
3.7341053743149515,0.2452586888860573,0.0593691634750733
3.7341053743149515,0.2538642569171471,0.0598973588796558
3.7341053743149515,0.2624698249482368,0.0564112692094112
3.7341053743149515,0.2710753929793266,0.0619045014170693
3.7341053743149515,0.2796809610104163,0.0640172830353993
3.7341053743149515,0.288286529041506,0.0597917197987393
3.7341053743149515,0.2968920970725958,0.0620101404979858
3.7341053743149515,0.3054976651036855,0.0632778094689838
3.7341053743149515,0.3141032331347752,0.0678202899483933
3.7341053743149515,0.322708801165865,0.0682428462720593
3.7341053743149515,0.3313143691969547,0.0713063796186378
3.7341053743149515,0.3399199372280445,0.0690879589193913
3.7341053743149515,0.3485255052591341,0.0744755520461328
3.7341053743149515,0.3571310732902238,0.0723627704278028
3.7341053743149515,0.3657366413213136,0.0737360784797173
3.7341053743149515,0.3743422093524033,0.0718345750232203
3.7341053743149515,0.382947777383493,0.0780672807972939
3.7341053743149515,0.3915533454145828,0.0767996118262959
3.7341053743149515,0.4001589134456725,0.0857789337041984
3.7341053743149515,0.4087644814767622,0.0744755520461328
3.7341053743149515,0.417370049507852,0.0817646486293714
3.7341053743149515,0.4259756175389417,0.0797575060919579
3.7341053743149515,0.4345811855700314,0.0823984831148704
3.7341053743149515,0.4431867536011212,0.0756375819362144
3.7341053743149515,0.4517923216322109,0.0858845727851149
3.7341053743149515,0.4603978896633006,0.0789123934446259
3.7341053743149515,0.4690034576943904,0.0888424670507769
3.7341053743149515,0.4776090257254801,0.0834548739240354
3.7341053743149515,0.4862145937565698,0.0884199107271109
3.7341053743149515,0.4948201617876596,0.0875747980797789
3.7341053743149515,0.5034257298187493,0.0890537452126099
3.7341053743149515,0.5120312978498391,0.0887368279698604
3.7341053743149515,0.5206368658809288,0.0890537452126099
3.7341053743149515,0.5292424339120185,0.0884199107271109
3.7341053743149515,0.5378480019431082,0.0938075038538524
3.7341053743149515,0.546453569974198,0.0893706624553594
3.7341053743149515,0.5550591380052877,0.0908496095881904
3.7341053743149515,0.5636647060363775,0.0942300601775184
3.7341053743149515,0.5722702740674672,0.0950751728248505
3.7341053743149515,0.5808758420985569,0.0886311888889439
3.7341053743149515,0.5894814101296466,0.0895819406171924
3.7341053743149515,0.5980869781607364,0.0965541199576815
3.7341053743149515,0.6066925461918261,0.0997232923851765
3.7341053743149515,0.6152981142229159,0.0997232923851765
3.7341053743149515,0.6239036822540056,0.0943356992584349
3.7341053743149515,0.6325092502850953,0.095603368229433
3.7341053743149515,0.641114818316185,0.1012022395180075
3.7341053743149515,0.6497203863472748,0.101519156760757
3.7341053743149515,0.6583259543783645,0.1026811866508385
3.7341053743149515,0.6669315224094543,0.0982443452523455
3.7341053743149515,0.675537090440544,0.0990894578996775
3.7341053743149515,0.6841426584716337,0.10384321654092
3.7341053743149515,0.6927482265027235,0.1126112602569895
3.7341053743149515,0.7013537945338132,0.107434945292081
3.7341053743149515,0.709959362564903,0.1033150211363375
3.7341053743149515,0.7185649305959927,0.106378554482916
3.7341053743149515,0.7271704986270824,0.108280057939413
3.7341053743149515,0.7357760666581721,0.1069067498874985
3.7341053743149515,0.7443816346892619,0.105533441835584
3.7341053743149515,0.7529872027203516,0.108702614263079
3.7341053743149515,0.7615927707514414,0.111449230366908
3.7341053743149515,0.7701983387825311,0.1058503590783335
3.7341053743149515,0.7788039068136208,0.108702614263079
3.7341053743149515,0.7874094748447105,0.1073293062111645
3.7341053743149515,0.7960150428758003,0.11018156139591
3.7341053743149515,0.80462061090689,0.1085969751821625
3.7341053743149515,0.8132261789379798,0.1102872004768265
3.7341053743149515,0.8218317469690695,0.1077518625348305
3.7341053743149515,0.8304373150001592,0.1104984786386595
3.7341053743149515,0.8390428830312489,0.1128225384188225
3.7341053743149515,0.8476484510623387,0.111660508528741
3.7341053743149515,0.8562540190934284,0.1152522372799021
3.7341053743149515,0.8648595871245182,0.1156747936035681
3.7341053743149515,0.8734651551556079,0.1062729154019995
3.7341053743149515,0.8820707231866975,0.111660508528741
3.7341053743149515,0.8906762912177872,0.1119774257714905
3.7341053743149515,0.899281859248877,0.1136676510661546
3.7341053743149515,0.9078874272799669,0.1111323131241585
3.7341053743149515,0.9164929953110564,0.1202172740829776
3.7341053743149515,0.9250985633421462,0.108280057939413
3.7341053743149515,0.933704131373236,0.1200059959211446
3.7341053743149515,0.9423096994043256,0.1209567476493931
3.7341053743149515,0.9509152674354154,0.1201116350020611
3.7341053743149515,0.9595208354665052,0.11229434301424
3.7341053743149515,0.9681264034975948,0.1218018602967251
3.7341053743149515,0.9767319715286846,0.1202172740829776
3.7341053743149515,0.9853375395597744,0.1225413338631406
3.7341053743149515,0.993943107590864,0.1210623867303096
3.7341053743149515,1.002548675621954,0.1147240418753196
3.7341053743149515,1.0111542436530434,0.1230695292677231
3.7341053743149515,1.019759811684133,0.1196890786783951
3.7341053743149515,1.028365379715223,0.1290909568799637
3.7341053743149515,1.0369709477463127,0.1148296809562361
3.7341053743149515,1.0455765157774026,0.1237033637532221
3.7341053743149515,1.054182083808492,0.1212736648921426
3.7341053743149515,1.062787651839582,0.1181044924646476
3.7341053743149515,1.0713932198706717,0.1179988533837311
3.7341053743149515,1.0799987879017614,0.1235977246723056
3.7341053743149515,1.088604355932851,0.1267668970998006
3.7341053743149515,1.0972099239639408,0.1244428373196376
3.7341053743149515,1.1058154919950307,0.1279289269898821
3.7341053743149515,1.1144210600261202,0.1252879499669696
3.7341053743149515,1.12302662805721,0.1275063706662161
3.7341053743149515,1.1316321960883,0.1211680258112261
3.7341053743149515,1.1402377641193897,0.1314150166601267
3.7341053743149515,1.1488433321504794,0.1294078741227131
3.7341053743149515,1.1574489001815689,0.1337390764402897
3.7341053743149515,1.1660544682126588,0.1287740396372141
3.7341053743149515,1.1746600362437485,0.1283514833135481
