run_label,sweep_param,sweep_value,E/N (Td),mean energy (eV),energy (eV),eedf (eV-1)
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1091602080179119,0.0606222046264937
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1142374269954892,0.0711095902369842
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1193146459730666,0.0729001194875558
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1243918649506438,0.0703422205581679
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1294690839282212,0.0744348588451885
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1345463029057985,0.071365380129923
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1396235218833758,0.0826201354192299
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.144700740860953,0.0785274971322092
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1497779598385304,0.0744348588451885
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1548551788161077,0.0777601274533928
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.159932397793685,0.0769927577745765
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1650096167712623,0.0741790689522497
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1700868357488396,0.0821085556333523
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1751640547264169,0.0895264625285773
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1802412737039942,0.0841548747768626
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1853184926815715,0.0877359332780057
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1903957116591488,0.0828759253121687
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.1954729306367261,0.0941306806014755
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2005501496143034,0.0982233188884962
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2056273685918807,0.0838990848839238
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.210704587569458,0.0913169917791488
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2157818065470353,0.1002696380320066
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2208590255246126,0.0938748907085367
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2259362445021899,0.0946422603873531
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2310134634797672,0.0979675289955574
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2360906824573445,0.0902938322073937
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2411679014349218,0.1010370077108229
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2462451204124991,0.0982233188884962
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2513223393900764,0.0961769997449859
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2563995583676537,0.0941306806014755
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.261476777345231,0.0913169917791488
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2665539963228083,0.0946422603873531
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2716312153003856,0.0938748907085367
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2767084342779629,0.1012927976037617
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2817856532555402,0.1015485874967005
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2868628722331175,0.1191980901094772
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2919400912106948,0.0995022683531902
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.2970173101882721,0.1023159571755169
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3020945291658494,0.1143380821436401
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3071717481434267,0.1081991247131091
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.312248967121004,0.1010370077108229
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3173261860985814,0.1064085954625376
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3224034050761586,0.1207328294671099
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3274806240537359,0.1130591326789462
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3325578430313132,0.1079433348201703
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3376350620088906,0.1076875449272315
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3427122809864679,0.1099896539636807
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3477894999640452,0.1115243933213134
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3528667189416224,0.1110128135354358
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3579439379191997,0.1222675688247427
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.363021156896777,0.1191980901094772
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3680983758743544,0.1176633507518444
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3731755948519317,0.1286623161482125
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.378252813829509,0.1202212496812324
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3833300328070863,0.1232907283964979
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3884072517846635,0.1240580980753142
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3934844707622409,0.1202212496812324
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.3985616897398182,0.1209886193600487
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4036389087173955,0.1230349385035591
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4087161276949728,0.1179191406447832
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4137933466725501,0.1217559890388651
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4188705656501273,0.1337781140069883
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4239477846277047,0.1156170316083341
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.429025003605282,0.1258486273258858
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4341022225828593,0.1296854757199677
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4391794415604366,0.1230349385035591
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4442566605380139,0.1304528453987841
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4493338795155912,0.1235465182894367
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4544110984931685,0.1202212496812324
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4594883174707458,0.1278949464693961
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4645655364483231,0.1345454836858047
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4696427554259004,0.1335223241140496
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4747199744034777,0.1171517709659668
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.479797193381055,0.1345454836858047
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4848744123586323,0.1371033826151927
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4899516313362096,0.1388939118657642
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.4950288503137869,0.147846558118622
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5001060692913641,0.1383823320798866
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5051832882689415,0.1585897336220512
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5102605072465187,0.1368475927222539
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5153377262240961,0.1429865501527849
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5204149452016735,0.1383823320798866
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5254921641792507,0.152706566084459
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5305693831568281,0.1422191804739685
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5356466021344053,0.1294296858270289
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5407238211119827,0.1399170714375194
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5458010400895599,0.1396612815445806
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5508782590671373,0.1368475927222539
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5559554780447145,0.1368475927222539
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5610326970222919,0.133010744328172
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.566109915999869,0.1381265421869478
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5711871349774464,0.1360802230434375
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5762643539550238,0.1496370873691935
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.581341572932601,0.1299412656129065
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5864187919101784,0.1332665342211108
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.5914960108877556,0.1409402310092745
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.596573229865333,0.147846558118622
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6016504488429102,0.1468233985468668
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6067276678204876,0.1534739357632754
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6118048867980648,0.1414518107951521
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6168821057756422,0.1368475927222539
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6219593247532195,0.1516834065127038
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6270365437307968,0.1501486671550711
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6321137627083742,0.1498928772621323
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6371909816859513,0.1460560288680504
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6422682006635287,0.1481023480115607
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6473454196411059,0.1598686830867452
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6524226386186833,0.1573107841573573
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6574998575962605,0.1422191804739685
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6625770765738379,0.1521949862985814
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6676542955514151,0.1593571033008676
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6727315145289925,0.1634497415878883
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6778087335065698,0.1598686830867452
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6828859524841471,0.1677981697678477
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6879631714617245,0.1683097495537253
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6930403904393017,0.1616592123373167
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.6981176094168791,0.1614034224443779
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7031948283944562,0.1631939516949495
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7082720473720336,0.1629381618020107
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7133492663496108,0.1734255474125012
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7184264853271882,0.1619150022302555
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7235037043047654,0.167542379874909
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7285809232823428,0.1688213293396029
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7336581422599202,0.1744487069842563
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7387353612374974,0.1575665740502961
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7438125802150748,0.1608918426585004
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.748889799192652,0.1578223639432348
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7539670181702294,0.1580781538361736
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7590442371478066,0.1667750101960926
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.764121456125384,0.1688213293396029
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7691986751029611,0.1741929170913176
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7742758940805385,0.1672865899819701
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7793531130581157,0.166263430410215
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7844303320356931,0.1575665740502961
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7895075510132705,0.1744487069842563
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7945847699908477,0.15884552351499
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.7996619889684251,0.1560318346926633
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8047392079460023,0.1749602867701339
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8098164269235797,0.1603802628726228
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8148936459011569,0.1718908080548684
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8199708648787343,0.1642171112667046
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8250480838563115,0.1754718665560115
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8301253028338889,0.1693329091254805
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.835202521811466,0.1844245128088693
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8402797407890434,0.1701002788042969
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8453569597666208,0.1631939516949495
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.850434178744198,0.1621707921231943
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8555113977217754,0.1721465979478072
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8605886166993526,0.1816108239865425
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.86566583567693,0.1759834463418891
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8707430546545072,0.1923539994899718
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8758202736320846,0.1739371271983788
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8808974926096618,0.164984480945521
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8859747115872392,0.1823781936653589
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8910519305648164,0.1823781936653589
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.8961291495423938,0.1603802628726228
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9012063685199712,0.1749602867701339
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9062835874975484,0.1741929170913176
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9113608064751256,0.1818666138794813
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9164380254527028,0.1808434543077262
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9215152444302804,0.1780297654853994
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9265924634078576,0.1713792282689908
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9316696823854348,0.1688213293396029
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.936746901363012,0.1688213293396029
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9418241203405896,0.1782855553783382
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9469013393181668,0.1787971351642158
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.951978558295744,0.1862150420594408
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9570557772733216,0.184680302701808
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9621329962508988,0.1885171510958899
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.967210215228476,0.1624265820161331
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9722874342060532,0.1795645048430322
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9773646531836306,0.1757276564489503
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9824418721612078,0.1747044968771951
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9875190911387852,0.1869824117382572
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9925963101163624,0.1757276564489503
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,0.9976735290939398,0.1777739755924607
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.002750748071517,0.179820294735971
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0078279670490944,0.1752160766630727
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0129051860266718,0.1854476723806244
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.017982405004249,0.1711234383760521
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.023059623981826,0.1867266218453184
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0281368429594036,0.1892845207747063
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.033214061936981,0.1759834463418891
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0382912809145584,0.1841687229159305
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0433684998921355,0.1808434543077262
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0484457188697127,0.1849360925947468
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.05352293784729,0.1726581777336848
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0586001568248675,0.1905634702394003
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0636773758024447,0.1747044968771951
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.068754594780022,0.1828897734512365
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0738318137575993,0.2077013930662994
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.078909032735177,0.17368133730544
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.083986251712754,0.1885171510958899
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0890634706903313,0.185959252166502
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.0941406896679085,0.1974697973487477
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.099217908645486,0.1959350579911149
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1042951276230633,0.2010508558498908
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1093723466006404,0.1913308399182166
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1144495655782176,0.1997719063851968
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.119526784555795,0.2084687627451157
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1246040035333724,0.1913308399182166
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1296812225109496,0.1951676883122985
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1347584414885268,0.179820294735971
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1398356604661042,0.1918424197040942
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1449128794436816,0.1887729409888287
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.149990098421259,0.1892845207747063
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1550673173988362,0.1711234383760521
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1601445363764131,0.1818666138794813
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1652217553539908,0.2033529648863399
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1702989743315682,0.1831455633441753
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1753761933091451,0.1892845207747063
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1804534122867223,0.1951676883122985
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1855306312643,0.1926097893829106
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.190607850241877,0.1990045367063804
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.1956850692194547,0.1990045367063804
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.200762288197032,0.1821224037724201
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.205839507174609,0.1839129330229917
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2109167261521865,0.2084687627451157
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.215993945129764,0.1961908478840537
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.221071164107341,0.2153750898544631
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2261483830849182,0.205655073922789
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2312256020624956,0.1944003186334821
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.236302821040073,0.2128171909250752
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2413800400176502,0.1997719063851968
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2464572589952276,0.2074456031733605
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2515344779728048,0.2028413851004623
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2566116969503822,0.1954234782052373
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2616889159279596,0.2020740154216459
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2667661349055368,0.2061666537086666
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.271843353883114,0.2135845606038916
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2769205728606914,0.2092361324239321
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2819977918382688,0.21179403135332
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.287075010815846,0.2112824515674425
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2921522297934231,0.2146077201756467
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.2972294487710003,0.2161424595332795
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.302306667748578,0.2215140472849942
Ar_Cl2_EN_60.0,EN,60.0,60.0,2.6947865291579083,1.3073838867261554,0.1979813771346252
