step,dt,t_determine_timestep,t_determine_collisions,t_perform_collisions,t_collect_output
1,6.2173766555394916e-15,0.00028820897568948567,0.012187125015771016,0.00044104098924435675,0.00038770900573581457
2,3.2509852499698175e-15,0.0001933339808601886,0.013421708019450307,0.0006621670036111027,0.0004740829754155129
3,2.7780086401534376e-15,7.766700582578778e-05,0.012497957999585196,0.000839374988572672,0.0009713750041555613
4,6.320580998914531e-16,8.820899529382586e-05,0.013131124986102805,0.0006586250092368573,0.0006560829933732748
5,2.5034088545478198e-15,0.00014262498007155955,0.011722583003574982,0.0010790000087581575,0.0005412089813034981
6,1.9685499904578825e-15,0.0006209159910213202,0.012375334015814587,0.0008892909972928464,0.000486834003822878
7,2.9756117059275347e-15,9.879100252874196e-05,0.010846208984730765,0.0006919160077814013,0.0009430419886484742
8,1.9738003739679985e-15,0.0002529580087866634,0.01189295799122192,0.00050133399781771,0.002433541027130559
9,1.1687024380334918e-15,0.00014112499775364995,0.011492499994346872,0.000621082988800481,0.0006540000031236559
10,3.3064864665283482e-15,0.0003145420050714165,0.011620333010796458,0.00077345798490569,0.0002907919988501817
11,1.8916587127167907e-15,0.00035841698991134763,0.011565875000087544,0.0007735830149613321,0.0002664589846972376
12,2.5125255444022405e-15,0.00017370801651850343,0.012059208995196968,0.0008494160138070583,0.0037112089921720326
13,7.20227472568835e-15,0.00010266600293107331,0.011318125005345792,0.0008478749950882047,0.00125666699022986
14,1.4712960005816985e-15,0.00012033397797495127,0.0113917910202872,0.000977666990365833,0.0023942920088302344
15,2.0491127091009646e-15,0.00010795798152685165,0.011490292003145441,0.0004908330156467855,0.0007834169955458492
16,2.1012108574650987e-15,9.537499863654375e-05,0.011826292000478134,0.000564665999263525,0.0002124170132447034
17,2.9147897644700032e-15,6.904100882820785e-05,0.01247295900247991,0.0005160410073585808,0.0004854589933529496
18,1.0152711962157993e-15,7.020801422186196e-05,0.012462541984859854,0.0006151670240797102,0.0002920829865615815
19,1.8563390780822447e-15,7.729197386652231e-05,0.013036500022280961,0.001840249984525144,0.0016900420014280826
20,9.05756063625255e-15,0.00013404199853539467,0.012071667006239295,0.0006824999873060733,0.0002427500148769468
21,3.0099719448061054e-15,8.233299013227224e-05,0.011202833004062995,0.0006722499965690076,0.0006602499925065786
22,5.473446355484801e-15,0.00020062498515471816,0.010631875018589199,0.0005403329851105809,0.0005038749950472265
23,1.5963845702317077e-15,0.00011062499834224582,0.011411208979552612,0.0008562910079490393,0.0008512919885106385
24,1.3451975529968207e-15,0.00012570800026878715,0.01308945898199454,0.0018411659984849393,0.0011244170018471777
25,3.315346505108378e-15,0.00010133298928849399,0.010724041989305988,0.0008085410227067769,0.0003507919900584966
26,1.1132749107738765e-16,0.0003485840279608965,0.010467457992490381,0.002355624979827553,0.00035370801924727857
27,4.512024318660789e-15,8.929200703278184e-05,0.01057383298757486,0.0005594579852186143,0.0005568750202655792
28,1.666777647632525e-15,8.71660013217479e-05,0.011509333999129012,0.0006306249997578561,0.0002185409830417484
29,6.852445621465404e-15,7.44589779060334e-05,0.011473874998046085,0.0005652079998981208,0.0005226250214036554
30,2.30074381901129e-15,8.583298767916858e-05,0.017591584008187056,0.001517374999821186,0.0006797079986426979
31,1.5853358886697935e-15,0.00014766599633730948,0.012102666980354115,0.0006085420027375221,0.00040499999886378646
32,2.3756559825874132e-15,8.020899258553982e-05,0.012691415991866961,0.0005735840240959078,0.0006169159896671772
33,1.137780343229939e-15,7.537499186582863e-05,0.014631291996920481,0.0007935409958008677,0.0005747090035583824
34,2.7335865566883455e-15,7.741700392216444e-05,0.012154708005255088,0.0005879999953322113,0.0007754169928375632
35,2.1327912853760968e-15,0.00017312500858679414,0.013598083984106779,0.0006247500132303685,0.000364125007763505
36,1.4156667321284226e-15,8.54159879963845e-05,0.012215833994559944,0.0010721659928094596,0.0004770000232383609
37,1.5138502246375015e-15,9.079099982045591e-05,0.013058999989880249,0.0009732090111356229,0.00030466599855571985
38,2.5630113684593554e-15,7.212499622255564e-05,0.011473374994238839,0.0005855830095242709,0.0007228750037029386
39,2.5103687551134765e-15,8.299999171867967e-05,0.011959416995523497,0.000609208014793694,0.0003184169763699174
40,2.4607486681237443e-15,0.00015762500697746873,0.012373374978778884,0.0010789580119308084,0.0007243749860208482
41,1.7425201425466151e-15,9.612500434741378e-05,0.011216582992346957,0.0012151669943705201,0.0005852500034961849
42,5.341069868545051e-16,8.516700472682714e-05,0.012910499994177371,0.0009669580031186342,0.0003313329943921417
43,2.0801665394259486e-15,8.116700337268412e-05,0.010934291000012308,0.0009224999812431633,0.0017398339987266809
44,1.7651874180524088e-15,0.00046712500625289977,0.011033957998733968,0.0012029169884044677,0.0010263329895678908
45,2.031249834655891e-15,0.00011308299144729972,0.011548749986104667,0.0006682920211460441,0.000865082984091714
46,1.605461858300785e-16,0.0005326250102370977,0.012468750006519258,0.0012816250091418624,0.0006092499825172126
47,2.0582579360817202e-18,9.124999633058906e-05,0.011625084007391706,0.00190170799032785,0.000960667006438598
48,3.54701193475581e-15,0.00011045800056308508,0.011621708981692791,0.0005349160055629909,0.0006028749921824783
49,4.8847380756292405e-15,0.00029591700877062976,0.01141458298661746,0.0006081669998820871,0.0008642500033602118
