step,dt,t_determine_timestep,t_determine_collisions,t_perform_collisions,t_collect_output
1,2.1532888937635352e-15,0.0004339170118328184,0.02368116599973291,0.0005309589905664325,0.0008116660173982382
2,7.335461827841973e-15,0.0002349170099478215,0.029567541991127655,0.0008782079967204481,0.00026579201221466064
3,7.145669331109435e-15,0.0015370000037364662,0.018410999997286126,0.0005325000092852861,0.0004522079834714532
4,7.115361045673968e-15,9.462499292567372e-05,0.015518416999839246,0.0005812500021420419,0.0002534159866627306
5,9.616097375284387e-15,8.308401447720826e-05,0.012069999997038394,0.0009786659793462604,0.00044712499948218465
6,4.050669432057273e-15,9.395900997333229e-05,0.013551999989431351,0.00396416598232463,0.0014469170127995312
7,2.9868509913859397e-15,0.00010750000365078449,0.01207804199657403,0.0018889580096583813,0.0012529169907793403
8,4.125141870564517e-15,0.00034937498276121914,0.014530500018736348,0.001121624984079972,0.0005729590193368495
9,3.070700176306184e-15,0.00011758401524275541,0.019677250005770475,0.003398125001695007,0.0009240409999620169
10,4.075642979524279e-15,0.00017520799883641303,0.011438457993790507,0.0009078340081032366,0.0003049160004593432
11,5.870126334135222e-15,9.816701640374959e-05,0.014588457997888327,0.0007597919902764261,0.00030574999982491136
12,4.751428255654029e-15,0.0001041659852489829,0.0118305420037359,0.0011127500038128346,0.0021894169913139194
13,6.00746622633718e-15,0.00014612500672228634,0.01772229198832065,0.0010761250159703195,0.0005817080091219395
14,5.8413955396945095e-15,0.00030025001615285873,0.02329791698139161,0.001628375001018867,0.0019368749926798046
15,2.962281053784127e-15,0.0005878749943803996,0.016244124999502674,0.0011552499781828374,0.0019358340068720281
16,1.017239379412725e-14,0.0002247079974040389,0.016018750000512227,0.0035225840110797435,0.0008996249816846102
17,6.957008340214126e-15,0.00010383399785496294,0.011932124994928017,0.0032995000074151903,0.0009788329771254212
18,5.93524392498773e-15,0.000290291995042935,0.014583250012947246,0.0012269580038264394,0.000784709001891315
19,2.283809279143282e-15,9.970800601877272e-05,0.018088334007188678,0.0015734579937998205,0.0007372499967459589
20,4.051152667263454e-15,0.000237458007177338,0.01822108300984837,0.000870458985446021,0.0004598330124281347
21,6.180989002705457e-15,0.00010095801553688943,0.017622374987695366,0.0020763750071637332,0.0007863339851610363
22,2.3850908644511777e-15,0.00010058298357762396,0.016105417016660795,0.0023859170032665133,0.003454124991549179
23,6.9493996685422266e-15,0.0003295420028734952,0.015043749997857958,0.001348582998616621,0.00047079200157895684
24,1.0246468794448987e-14,9.24580090213567e-05,0.019788167002843693,0.0022179159859661013,0.0007836250006221235
25,2.9188707542824745e-15,0.0001134169870056212,0.01240400000824593,0.0008275829895865172,0.00025116701726801693
26,5.99204627737716e-15,9.541600593365729e-05,0.016608875012025237,0.0006981669866945595,0.0012997500016354024
27,5.803744773644164e-15,0.00020441602100618184,0.01497754198499024,0.0005635000125039369,0.0009471669909544289
28,3.324558529343527e-15,0.00011449999874457717,0.014142208005068824,0.0013347920030355453,0.0003255829797126353
29,4.659135613970771e-15,0.00011770802666433156,0.01377525000134483,0.0009489999793004245,0.000760458002332598
30,5.85067502907195e-15,0.00011624998296611011,0.017785167001420632,0.0010115000186488032,0.0006939579907339066
31,6.210316148236796e-15,0.00010616699000820518,0.013591791008366272,0.0009843339794315398,0.0018349160091020167
32,5.6674152573092074e-15,0.0002823329996317625,0.017825332994107157,0.0006955840217415243,0.000797040993347764
33,2.5767627439127047e-15,0.0003232500166632235,0.01965141698019579,0.001117417006753385,0.001640375005081296
34,5.089307041248783e-15,0.0001875000016298145,0.014177166973240674,0.0009547080262564123,0.0006512919790111482
35,6.209501306314165e-15,0.00023358300677500665,0.013351583998883143,0.001384499977575615,0.0007864160288590938
36,5.541148445337379e-15,0.00021533400285989046,0.017091874993639067,0.0013876660086680204,0.0003167089889757335
37,5.913185591248595e-15,0.00016008300008252263,0.01193016700563021,0.0005433750047814101,0.0003506669891066849
38,6.270185881365524e-15,7.62919953558594e-05,0.012138166988734156,0.0005887910083401948,0.00039233401184901595
39,8.717906901532226e-15,7.883302168920636e-05,0.013259500003186986,0.000709832995198667,0.00036516698310151696
40,6.0995763112715604e-15,7.558299694210291e-05,0.01206587499473244,0.0005774580058641732,0.00029320898465812206
41,4.9546083856087645e-15,7.133299368433654e-05,0.012337249994743615,0.000942167011089623,0.0006666250119451433
42,3.2132543428201236e-15,9.854100062511861e-05,0.013548042014008388,0.0012742920080199838,0.00047366597573272884
43,7.0213472198164424e-15,0.00024016699171625078,0.013484541996149346,0.0013010000111535192,0.0014574159868061543
44,1.026857682113001e-14,0.0003539170138537884,0.022514291980769485,0.001064208016032353,0.0014498749806080014
45,6.854426916609499e-15,0.00014683400513604283,0.022658375004539266,0.001545165985589847,0.0011812919983640313
46,2.4544777474131338e-15,0.0002532079815864563,0.022938417008845136,0.0015604580112267286,0.0007095839828252792
47,9.4942034138897e-16,9.487502393312752e-05,0.015603084000758827,0.0008970829949248582,0.000660916994092986
48,3.091902420207161e-15,0.00010987499263137579,0.015130125015275553,0.0008529579790774733,0.0005923330027144402
49,1.5944614967352644e-15,7.662500138394535e-05,0.01708900000085123,0.0010792079847306013,0.0012972500117029995
50,4.437853884103499e-15,0.00018783399718813598,0.027031750010792166,0.0007979160000104457,0.0006069169903639704
51,1.0113251565168305e-14,0.0002676250005606562,0.01880604200414382,0.0011066250153817236,0.0007356659916695207
52,1.7396760097271042e-15,0.00014762498904019594,0.0144739160023164,0.001256291987374425,0.0005906670121476054
53,6.3818272119060626e-15,8.075000368990004e-05,0.012999041995499283,0.0006835410022176802,0.0007279589772224426
54,6.218334789152263e-15,7.812498370185494e-05,0.012566500023240224,0.0005481249827425927,0.00043316700612194836
55,5.287881594849912e-15,0.00010979099897667766,0.016258209012448788,0.0005900829855818301,0.0005600829899776727
56,3.4429165742802636e-15,7.949999417178333e-05,0.013456291984766722,0.0009080000163521618,0.0005183749890420586
57,7.22307577097019e-15,0.0001635410008020699,0.012215458991704509,0.000764833006542176,0.0006377919926308095
58,4.9909449166070995e-15,8.220798918046057e-05,0.013155499997083098,0.000750375009374693,0.0002969169872812927
59,4.285708759462787e-15,0.0009741669928189367,0.01328479198855348,0.0009025000035762787,0.0009545409993734211
60,5.2301314794994955e-15,9.008299093693495e-05,0.011742250004317611,0.000658750010188669,0.00041041700751520693
61,5.994266095383449e-15,0.0003037499845959246,0.01225354100461118,0.0006967500085011125,0.0003704999980982393
62,3.0233639624868595e-15,8.408300345763564e-05,0.01380625000456348,0.0007363340118899941,0.0006030410004314035
63,3.423434675246299e-16,8.704198990017176e-05,0.012047625001287088,0.0008062080014497042,0.0003603750083129853
64,4.182808788597127e-15,7.841698243282735e-05,0.012931167002534494,0.000685958017129451,0.0005248329835012555
65,3.747002173123465e-15,7.941699004732072e-05,0.01282795800943859,0.0006927089998498559,0.0006162909849081188
66,7.303415410561877e-16,7.491698488593102e-05,0.014271291001932696,0.0009351249900646508,0.0005272499984130263
67,1.7845946315343873e-15,7.700000423938036e-05,0.012468250002712011,0.0007613329798914492,0.0011005000269506127
68,1.3592636836035587e-15,0.00012945799971930683,0.014567917009117082,0.0021449580090120435,0.0005687089869752526
69,4.09678424134506e-15,9.304200648330152e-05,0.011466083000414073,0.0006850420031696558,0.0002847909927368164
70,4.859039830391895e-15,7.220800034701824e-05,0.012155542004620656,0.0006301249959506094,0.0007459580083377659
71,5.057736948005747e-15,7.925002137199044e-05,0.012011041981168091,0.0006408329936675727,0.00047933400492183864
