energy (eV),eedf (eV-1),eepf (eV-3/2)
0.0028666413795302077,0.005031350285413321,0.09397187047807748
0.008599924138590623,0.009391853866104865,0.10127541147130527
0.014333206897651038,0.022808787960540387,0.19051559126135348
0.020066489656711456,0.02213794125581861,0.15627932541292683
0.025799772415771867,0.021467094551096834,0.1336488824577102
0.031533055174832285,0.030523525064840813,0.1718904157900177
0.037266337933892696,0.02582759813178838,0.13379061848419294
0.042999620692953114,0.034213181940810584,0.16499134184934472
0.04873290345201353,0.03454860529317147,0.15650181421667242
0.05446618621107395,0.03790283881678035,0.16240831307117867
0.06019946897013436,0.04528215256871989,0.18455708985530406
0.06593275172919477,0.04125707234038923,0.1606748139867859
0.0716660344882552,0.043940459159276336,0.1641375337683753
0.07739931724731561,0.04293418910219367,0.15432443652770325
0.08313260000637601,0.040921648988028345,0.14192779124279464
0.08886588276543644,0.043605035806915445,0.14627466688671267
0.09459916552449685,0.049642656149411435,0.1614029089941489
0.10033244828355728,0.05165519626357676,0.16307722438052022
0.10606573104261768,0.054338583082463865,0.1668479076912903
0.11179901380167809,0.049642656149411435,0.14846908234208447
0.11753229656073852,0.05266146632065943,0.15360817748736144
0.12326557931979892,0.06205332018676429,0.17674376942577935
0.12899886207885936,0.06037620342495985,0.1681019922894295
0.13473214483791976,0.05836366331079452,0.15900359062458183
0.14046542759698016,0.05802823995843363,0.15482984374007053
0.1461987103560406,0.06540755371037317,0.17106302029610507
0.15193199311510103,0.06305959024384696,0.16178063168974627
0.1576652758741614,0.06607840041509494,0.16641462618521982
0.16339855863322184,0.06238874353912518,0.15434129104665234
0.16913184139228227,0.06708467047217762,0.16312127307162588
0.17486512415134267,0.06943263393870383,0.16603973834510338
0.18059840691040308,0.06775551717689939,0.15943648350207684
0.1863316896694635,0.07211602075759094,0.16706612286159733
0.1920649724285239,0.0758056776335607,0.17297273410153644
0.19779825518758432,0.06272416689148606,0.1410339512931573
0.20353153794664475,0.06373043694856872,0.14126385020809767
0.20926482070570518,0.07110975070050826,0.1554465340855414
0.21499810346476556,0.061047050129681625,0.13165803491269684
0.220731386223826,0.07647652433828248,0.16277814566621657
0.22646466898288642,0.06775551717689939,0.1423785075297268
0.23219795174194682,0.07915991115716958,0.16427675135426878
0.23793123450100723,0.07748279439536514,0.15884719347224732
0.24366451726006766,0.08050160456661314,0.16308288707907848
0.24939780001912806,0.08687464826147001,0.173958938985203
0.2551310827781885,0.08754549496619178,0.1733213712673702
0.2608643655372489,0.08721007161383089,0.17074943062764547
0.2665976482963093,0.09056430513743978,0.17539972262861486
0.27233093105536976,0.0845266847949438,0.16197401608996856
0.27806421381443014,0.09089972848980066,0.17238125416543074
0.2837974965734905,0.08620380155674823,0.1618162522272328
0.289530779332551,0.07513483092883892,0.13963488889919629
0.2952640620916114,0.08050160456661314,0.14814917648946005
0.3009973448506718,0.0925768452516051,0.1687411656685853
0.30673062760973224,0.0982790422417402,0.1774525905837595
