run_label,sweep_param,sweep_value,E/N (Td),mean energy (eV),energy (eV),eedf (eV-1)
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0028666413795302,0.0050313502854133
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0085999241385906,0.0093918538661048
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.014333206897651,0.0228087879605403
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0200664896567114,0.0221379412558186
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0257997724157718,0.0214670945510968
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0315330551748322,0.0305235250648408
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0372663379338926,0.0258275981317883
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0429996206929531,0.0342131819408105
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0487329034520135,0.0345486052931714
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0544661862110739,0.0379028388167803
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0601994689701343,0.0452821525687198
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0659327517291947,0.0412570723403892
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0716660344882552,0.0439404591592763
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0773993172473156,0.0429341891021936
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.083132600006376,0.0409216489880283
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0888658827654364,0.0436050358069154
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.0945991655244968,0.0496426561494114
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1003324482835572,0.0516551962635767
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1060657310426176,0.0543385830824638
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.111799013801678,0.0496426561494114
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1175322965607385,0.0526614663206594
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1232655793197989,0.0620533201867642
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1289988620788593,0.0603762034249598
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1347321448379197,0.0583636633107945
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1404654275969801,0.0580282399584336
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1461987103560406,0.0654075537103731
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.151931993115101,0.0630595902438469
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1576652758741614,0.0660784004150949
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1633985586332218,0.0623887435391251
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1691318413922822,0.0670846704721776
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1748651241513426,0.0694326339387038
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.180598406910403,0.0677555171768993
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1863316896694635,0.0721160207575909
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1920649724285239,0.0758056776335607
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.1977982551875843,0.062724166891486
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2035315379466447,0.0637304369485687
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2092648207057051,0.0711097507005082
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2149981034647655,0.0610470501296816
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.220731386223826,0.0764765243382824
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2264646689828864,0.0677555171768993
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2321979517419468,0.0791599111571695
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2379312345010072,0.0774827943953651
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2436645172600676,0.0805016045666131
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.249397800019128,0.08687464826147
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2551310827781885,0.0875454949661917
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2608643655372489,0.0872100716138308
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2665976482963093,0.0905643051374397
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2723309310553697,0.0845266847949438
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2780642138144301,0.0908997284898006
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2837974965734905,0.0862038015567482
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.289530779332551,0.0751348309288389
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.2952640620916114,0.0805016045666131
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3009973448506718,0.0925768452516051
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3067306276097322,0.0982790422417402
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3124639103687926,0.0925768452516051
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.318197193127853,0.0982790422417402
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3239304758869135,0.1019686991177099
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3296637586459738,0.1066646260507624
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3353970414050343,0.1053229326413188
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3411303241640947,0.1026395458224317
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3468636069231551,0.1029749691747926
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3525968896822156,0.1063292026984015
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3583301724412759,0.1123668230408975
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3640634552003363,0.1143793631550628
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3697967379593968,0.1059937793460406
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3755300207184572,0.1049875092889579
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3812633034775176,0.1157210565645063
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.386996586236578,0.1116959763361757
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3927298689956384,0.1116959763361757
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.3984631517546989,0.1103542829267321
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4041964345137593,0.116727326621589
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4099297172728197,0.1056583559936797
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4156630000318801,0.1147147865074237
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4213962827909405,0.1187398667357543
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4271295655500009,0.1090125895172886
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4328628483090613,0.1033103925271535
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4385961310681218,0.116727326621589
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4443294138271821,0.1147147865074237
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4500626965862426,0.1059937793460406
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.455795979345303,0.1116959763361757
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4615292621043634,0.1083417428125668
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4672625448634239,0.1210878302022805
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4729958276224842,0.1100188595743712
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4787291103815446,0.1187398667357543
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4844623931406051,0.1160564799168672
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4901956758996655,0.1338339175919943
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.4959289586587259,0.1200815601451979
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5016622414177864,0.1180690200310325
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5073955241768467,0.1190752900881152
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5131288069359072,0.1194107134404761
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5188620896949676,0.1190752900881152
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.524595372454028,0.1321568008301898
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5303286552130884,0.1284671439542201
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5360619379721488,0.1365173044108814
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5417952207312092,0.1308151074207463
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5475285034902697,0.1241066403735285
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5532617862493301,0.1395361145821294
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5589950690083905,0.1294734140113028
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5647283517674508,0.1244420637258894
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5704616345265113,0.1207524068499197
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5761949172855718,0.1284671439542201
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5819282000446322,0.1355110343537987
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5876614828036926,0.1271254505447765
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.593394765562753,0.1412132313439338
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.5991280483218134,0.1371881511156032
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6048613310808738,0.1274608738971374
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6105946138399343,0.1392006912297685
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6163278965989947,0.1395361145821294
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.622061179358055,0.128802567306581
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6277944621171154,0.1331630708872725
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6335277448761759,0.1398715379344903
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6392610276352363,0.1190752900881152
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6449943103942968,0.1311505307731072
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6507275931533572,0.1281317206018592
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6564608759124175,0.1301442607160245
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6621941586714779,0.1251129104306112
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6679274414305384,0.1281317206018592
Ar_Cl2_EN_100.0,EN,100.0,100.0,3.017738862583215,0.6736607241895988,0.1351756110014378
