step,dt,t_determine_timestep,t_determine_collisions,t_perform_collisions,t_collect_output
1,4.541289649133538e-15,0.00014387498958967626,0.011389374994905666,0.0007897500181570649,0.000458249996881932
2,2.2779993527628974e-15,9.133398998528719e-05,0.016090707998955622,0.0007548330177087337,0.000401749974116683
3,6.146129273880761e-15,0.00013137501082383096,0.011196792009286582,0.0004870409902650863,0.000500916998134926
4,2.4472398965915844e-15,7.495901081711054e-05,0.014231999986805022,0.0005000829987693578,0.00035295801353640854
5,1.4966299818699315e-15,8.262498886324465e-05,0.01402587498887442,0.0004982500104233623,0.0006697500066366047
6,2.741785436496258e-15,7.554198964498937e-05,0.01240695800515823,0.0005259170138742775,0.0005112499929964542
7,2.907235611988624e-15,0.0005044999998062849,0.012789375003194436,0.00047995802015066147,0.0003527919761836529
8,2.454329644081266e-15,0.00021162501070648432,0.011973374988883734,0.0008586249896325171,0.0005505839944817126
9,1.6314313813912504e-15,0.0005795830220449716,0.012607041979208589,0.0005729160038754344,0.0005609590152744204
10,1.5592560508311308e-15,0.00018041700241155922,0.011504541005706415,0.0008573340019211173,0.0008760000055190176
11,2.6963172644946937e-15,0.0001684580056462437,0.01229612500173971,0.0007506250112783164,0.00041974999476224184
12,2.3900015899438385e-15,7.591699250042439e-05,0.0115746250085067,0.000698207993991673,0.0002307920076418668
13,1.7253474432926417e-15,8.833399624563754e-05,0.011339207994751632,0.0006705420091748238,0.0006491660024039447
14,5.972721177615769e-15,0.00014325001393444836,0.011894499999471009,0.001664291979977861,0.000352167000528425
15,1.7178950459161478e-15,0.0002263750066049397,0.011786874994868413,0.0006385000015143305,0.0007993750041350722
16,2.9490841426482998e-15,0.00010050000855699182,0.011841207975521684,0.0005380840157158673,0.0006212499865796417
17,1.341781757764136e-15,9.662497905083e-05,0.012048958014929667,0.0005669590027537197,0.0002224999770987779
18,1.3276728439255937e-15,8.112500654533505e-05,0.01344695797888562,0.0006527080258820206,0.002366417000303045
19,2.470414224476281e-16,0.0001452919968869537,0.011871791008161381,0.0015555419959127903,0.00033149999217130244
20,2.8572286224026406e-16,7.700000423938036e-05,0.011846167006297037,0.0009492499812040478,0.0005286660161800683
21,1.860429665592144e-15,0.00013175001367926598,0.011789334006607533,0.0005296659946907312,0.0006462500023189932
22,1.58836175994397e-15,0.00013466700329445302,0.011680415977025405,0.0006397500110324472,0.00036458400427363813
23,1.864966657726839e-15,7.270800415426493e-05,0.014421208994463086,0.0009614159935154021,0.00024154200218617916
24,2.0220582957130745e-15,6.837499677203596e-05,0.012813791021471843,0.0006705839768983424,0.0004943330131936818
25,2.6262887601429484e-15,8.833300671540201e-05,0.012782541976775974,0.000520875008078292,0.0004922079970128834
26,1.5858480506139305e-15,0.00019920800696127117,0.0131941250001546,0.0007779999868944287,0.0006707920110784471
27,1.1820697996628041e-15,7.999999797903001e-05,0.011646083003142849,0.0006658329803030938,0.0007262919971253723
28,3.0023313455627455e-15,0.0006958750018384308,0.011131957988254726,0.0006447499908972532,0.00025637500220909715
29,9.86485253510773e-16,8.029199671000242e-05,0.010998375015333295,0.0011931250046472996,0.0008874579798430204
30,3.711927298559414e-16,0.00025262500275857747,0.013967541977763176,0.0009905410115607083,0.0012238339986652136
31,1.2669578028491786e-15,9.599997429177165e-05,0.011410375009290874,0.0009727500146254897,0.0010984169784933329
32,1.2956481324077995e-15,0.00010129201109521091,0.011357582989148796,0.0010401250037830323,0.0006905830232426524
33,1.3747423257409955e-15,0.00013820797903463244,0.010860958020202816,0.0006402919825632125,0.000947292021010071
34,1.4359870011468153e-15,9.887499618344009e-05,0.012209792010253295,0.0006441249861381948,0.00041508302092552185
35,2.30938829002868e-15,8.016600622795522e-05,0.013355125003727153,0.0005596670089289546,0.0019454169960226864
36,1.6961222455137892e-16,8.483298006467521e-05,0.012734167015878484,0.0008032920013647527,0.0005654159758705646
37,2.9763846141618227e-15,0.00024274998577311635,0.012315833999309689,0.0005613329994957894,0.0006996250012889504
38,1.820600509023993e-15,7.47090089134872e-05,0.012276833003852516,0.0006562079943250865,0.0005783750093542039
39,1.0561742231599928e-15,8.50000069476664e-05,0.012237500021001324,0.002239333000034094,0.0009015830000862479
40,3.6775473016998245e-15,8.016600622795522e-05,0.011978958995314315,0.0007290409994311631,0.00037979200715199113
41,2.3127716165949336e-15,8.279201574623585e-05,0.04467058298178017,0.0013545830151997507,0.0012411669886205345
42,4.688222921941193e-15,0.00012833299115300179,0.01208775001578033,0.0006089169764891267,0.0007821660256013274
43,2.2199697768829918e-15,8.008399163372815e-05,0.01288454100722447,0.0005420839879661798,0.00040520800394006073
44,4.930944342468182e-15,7.270899368450046e-05,0.012224499980220571,0.000532791018486023,0.0006136669835541397
