E/N (Td),mean energy (eV),mean energy error (eV),bulk drift velocity (m.s-1),bulk drift velocity error (m.s-1),bulk L diffusion coeff. * N (m-1.s-1),bulk L diffusion coeff. error * N (m-1.s-1),bulk T diffusion coeff. * N (m-1.s-1),bulk T diffusion coeff. error * N (m-1.s-1),flux drift velocity (m.s-1),flux drift velocity error (m.s-1),flux L diffusion coeff. * N (m-1.s-1),flux L diffusion coeff. error * N (m-1.s-1),flux T diffusion coeff. * N (m-1.s-1),flux T diffusion coeff. error * N (m-1.s-1),effective ionization rate coeff. (counted) (m3.s-1),effective ionization rate coeff. (counted) error (m3.s-1),ionization rate coeff. (counted) (m3.s-1),ionization rate coeff. (counted) error (m3.s-1),attachment rate coeff. (counted) (m3.s-1),attachment rate coeff. (counted) error (m3.s-1),effective ionization rate coeff. (convolution) (m3.s-1),ionization rate coeff. (convolution) (m3.s-1),attachment rate coeff. (convolution) (m3.s-1),"k_conv_ionization_E + Ar -> E + E + Ar+, Ionization","k_conv_ionization_E + Cl2 -> E + E + Cl2+, Ionization","k_conv_ionization_E + Cl2 -> E + E + Cl+ + Cl, Ionization","k_conv_ionization_E + Cl2 -> E + E + Cl2++, Ionization","k_conv_ionization_E + Cl2 -> E + E + Cl++ + Cl, Ionization"
500.0,5.875300153981446,0.017736591754815335,208752.10337229705,1812.4235620606185,1.308050161964737e+24,9.678583964462611e+21,1.7758429759087956e+24,2.244477315559797e+22,174591.2209356637,7171.819346550043,1.0355624590949224e+24,5.1406294303752495e+22,1.785565206919916e+24,5.755498774356635e+22,1.5640139095786274e-15,1.0289083177165924e-16,1.5640095267437769e-15,1.029613113070988e-16,0.0,0.0,1.1349433164064475e-15,1.1349433164064475e-15,0.0,3.3765341059843827e-17,1.019505482482436e-15,8.167249286416782e-17,0.0,0.0
