E/N (Td),mean energy (eV),mean energy error (eV),bulk drift velocity (m.s-1),bulk drift velocity error (m.s-1),bulk L diffusion coeff. * N (m-1.s-1),bulk L diffusion coeff. error * N (m-1.s-1),bulk T diffusion coeff. * N (m-1.s-1),bulk T diffusion coeff. error * N (m-1.s-1),flux drift velocity (m.s-1),flux drift velocity error (m.s-1),flux L diffusion coeff. * N (m-1.s-1),flux L diffusion coeff. error * N (m-1.s-1),flux T diffusion coeff. * N (m-1.s-1),flux T diffusion coeff. error * N (m-1.s-1),effective ionization rate coeff. (counted) (m3.s-1),effective ionization rate coeff. (counted) error (m3.s-1),ionization rate coeff. (counted) (m3.s-1),ionization rate coeff. (counted) error (m3.s-1),attachment rate coeff. (counted) (m3.s-1),attachment rate coeff. (counted) error (m3.s-1),effective ionization rate coeff. (convolution) (m3.s-1),ionization rate coeff. (convolution) (m3.s-1),attachment rate coeff. (convolution) (m3.s-1),"k_conv_ionization_E + Ar -> E + E + Ar+, Ionization","k_conv_ionization_E + Cl2 -> E + E + Cl2+, Ionization","k_conv_ionization_E + Cl2 -> E + E + Cl+ + Cl, Ionization","k_conv_ionization_E + Cl2 -> E + E + Cl2++, Ionization","k_conv_ionization_E + Cl2 -> E + E + Cl++ + Cl, Ionization"
150.0,3.2956030604568882,0.008263914102601556,83077.23950099283,1932.8522431851707,7.913954264036688e+23,1.7652642139861133e+22,2.0460736692760522e+24,4.511305996494762e+22,78076.61379068485,2986.467392973528,7.372182132589676e+23,3.668092087890405e+22,1.9512622127475134e+24,5.746612408724391e+22,0.0,0.0,0.0,0.0,0.0,0.0,8.192454283720778e-24,8.192454283720778e-24,0.0,0.0,8.192454283720778e-24,0.0,0.0,0.0
